#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTMaglor;OK.;;;;;;;;;;;;;x
EVTmaglor_de;Maglor, son of Mighty Feanor has been, living here for ages. He offers to join you, if you will have him.;;;;;;;;;;;;;x
EVTOPTAmaglor;Maglor? But of course!;;;;;;;;;;;;;x
EVTOPTBmaglor;Maglor? Kinslayer and accursed? I think not!;;;;;;;;;;;;;x
EVTmaglortext;Hmmm...;;;;;;;;;;;;;x
EVTmaglortext2;Leave him alone.;;;;;;;;;;;;;x
EVTcultprova;OK.;;;;;;;;;;;;;x
EVTprovcult;OK.;;;;;;;;;;;;;x
on_fellowshipquest;Away with Fellowship of the Ring;;;;;;;;;;;;;x
on_fellowshipquest_desc;This character is braving many dangers, in order to save the world from Sauron's dominion.;;;;;;;;;;;;;x
saruman_spell;Under Saruman's Spell;;;;;;;;;;;;;x
saruman_spell_desc;Using foul sorcery, Saruman has made this character a mere shadow of his former self and weakened his realm.;;;;;;;;;;;;;x
huntforring;Hunting for the Ring;;;;;;;;;;;;;x
huntforring_desc;Is away in distant lands tracking the ring bearer.;;;;;;;;;;;;;x
EVTTIThuntforring.0;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.0;The Ring is out there somewhere. Do you want to launch an expedition to find out who has it, and determine if it can be recovered?;@FIXME@ The Ring is out there somewhere. Do you want to launch an expedition to find out who has it, and determine if it can be recovered?;;;;;;;;;;;;x
EVTOPTAhuntforring.0;Yes, send out my best scouts!;@FIXME@ Yes, send out my best scouts!;;;;;;;;;;;;x
EVTOPTBhuntforring.0;No, not now.;@FIXME@ No, not now.;;;;;;;;;;;;x
EVTTIThuntforring.1;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.1;Your scouts return. They have found the holder of the Ring, and made some preliminary checks of the defenses of that realm. They have an estimate for how much it would cost to recover it.;@FIXME@ Your scouts return. They have found the holder of the Ring, and made some preliminary checks of the defenses of that realm. They have an estimate for how much it would cost to recover it.;;;;;;;;;;;;x
EVTOPTAhuntforring.1;It is held by an Emperor! That will cost dearly...;@FIXME@ It is held by an Emperor! That will cost dearly...;;;;;;;;;;;;x
EVTOPTBhuntforring.1;It is held by an Emperor! I can't afford that...;@FIXME@ It is held by an Emperor! I can't afford that...;;;;;;;;;;;;x
EVTOPTChuntforring.1;It is held by a King! That will cost dearly...;@FIXME@ It is held by a King! That will cost dearly...;;;;;;;;;;;;x
EVTOPTDhuntforring.1;It is held by a King! I can't afford that...;@FIXME@ It is held by a King! I can't afford that...;;;;;;;;;;;;x
EVTOPTEhuntforring.1;It is held by a Duke! That will cost dearly...;@FIXME@ It is held by a Duke! That will cost dearly...;;;;;;;;;;;;x
EVTOPTFhuntforring.1;It is held by a Duke! I can't afford that...;@FIXME@ It is held by a Duke! I can't afford that...;;;;;;;;;;;;x
EVTOPTGhuntforring.1;It is held by a Count! That will cost dearly...;@FIXME@ It is held by a Count! That will cost dearly...;;;;;;;;;;;;x
EVTOPTHhuntforring.1;It is held by a Count! I can't afford that...;@FIXME@ It is held by a Count! I can't afford that...;;;;;;;;;;;;x
EVTOPTIhuntforring.1;It is held by a Baron! That will cost dearly...;@FIXME@ It is held by a Baron! That will cost dearly...;;;;;;;;;;;;x
EVTOPTJhuntforring.1;It is held by a Baron! I can't afford that...;@FIXME@ It is held by a Baron! I can't afford that...;;;;;;;;;;;;x
EVTOPTKhuntforring.1;It is held by a nobody. But it will be expensive...;@FIXME@ It is held by a nobody. But it will be expensive...;;;;;;;;;;;;x
EVTOPTLhuntforring.1;I can't afford that...;@FIXME@ I can't afford that...;;;;;;;;;;;;x
EVTOPTMhuntforring.1;The ring was destroyed, no one has it anymore.;@FIXME@ The ring was destroyed, no one has it anymore.;;;;;;;;;;;;x
EVTOPTNhuntforring.1;Never mind...;@FIXME@ Never mind...;;;;;;;;;;;;x
EVTTIThuntforring.2;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.2;Your scouts return. Though there were rumors everywhere, they did not manage to get close enough to the ringbearer to make any determination on how it might be recovered.;@FIXME@ Your scouts return. Though there were rumors everywhere, they did not manage to get close enough to the ringbearer to make any determination on how it might be recovered.;;;;;;;;;;;;x
EVTOPTAhuntforring.2;Better luck next time then...;@FIXME@ Better luck next time then...;;;;;;;;;;;;x
EVTTIThuntforring.3;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.3;The expedition will be expensive, and dangerous no doubt. Who will you send to recover the Ring? Only you or your heir, if of age, can be trusted...;@FIXME@ The expedition will be expensive, and dangerous no doubt. Who will you send to recover the Ring? Only you or your heir, if of age, can be trusted...;;;;;;;;;;;;x
EVTOPTAhuntforring.3;I trust only myself to do this!;@FIXME@ I trust only myself to do this!;;;;;;;;;;;;x
EVTOPTBhuntforring.3;I will send my heir.;@FIXME@ I will send my heir.;;;;;;;;;;;;x
EVTTIThuntforring.4;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.4;Your liege has ordered you to recover the ring, and you have no choice but to comply. Setting out with a well-funded and heavily armed expedition, you leave your home behind, and venture out on your quest.;@FIXME@ Your liege has ordered you to recover the ring, and you have no choice but to comply. Setting out with a well-funded and heavily armed expedition, you leave your home behind, and venture out on your quest.;;;;;;;;;;;;x
EVTOPTAhuntforring.4;Onwards!;@FIXME@ Onwards!;;;;;;;;;;;;x
EVTTIThuntforring.5;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.5;The quest to gain the ring has begun! Setting out with a well-funded and heavily armed expedition, you leave your home behind, and venture out on into strange lands.;@FIXME@ The quest to gain the ring has begun! Setting out with a well-funded and heavily armed expedition, you leave your home behind, and venture out on into strange lands.;;;;;;;;;;;;x
EVTOPTAhuntforring.5;Onwards!;@FIXME@ Onwards!;;;;;;;;;;;;x
EVTTIThuntforring.6;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.6;You approach the realm where the ringbearer was reported to be. You must be very careful, and try to maintain a low profile so as to not alarm your target while you make your plans.;@FIXME@ You approach the realm where the ringbearer was reported to be. You must be very careful, and try to maintain a low profile so as to not alarm your target while you make your plans.;;;;;;;;;;;;x
EVTOPTAhuntforring.6;Quietly... steadily...;@FIXME@ Quietly... steadily...;;;;;;;;;;;;x
EVTOPTBhuntforring.6;I fear nothing! We'll just go in and grab it by force!;@FIXME@ I fear nothing! We'll just go in and grab it by force!;;;;;;;;;;;;x
EVTTIThuntforring.7;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.7;A large and well-armed company of strangers has been observed scouting your domains and asking questions about you. Their intentions cannot be good. I think they have come for my ring!;@FIXME@ A large and well-armed company of strangers has been observed scouting your domains and asking questions about you. Their intentions cannot be good. I think they have come for my ring!;;;;;;;;;;;;x
EVTOPTAhuntforring.7;Arrest them!;@FIXME@ Arrest them!;;;;;;;;;;;;x
EVTOPTBhuntforring.7;Uh oh...;@FIXME@ Uh oh...;;;;;;;;;;;;x
EVTTIThuntforring.8;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.8;One day your doors are knocked open by a terrible explosion. A terrifying being using dark magic! A Balrog?! Sauron himself!?! It comes straight at you - Without thinking, you put on the ring and flee!;@FIXME@ One day your doors are knocked open by a terrible explosion. A terrifying being using dark magic! A Balrog?! Sauron himself!?! It comes straight at you - Without thinking, you put on the ring and flee!;;;;;;;;;;;;x
EVTOPTAhuntforring.8;Whatever it is, it'll never get my precious!;@FIXME@ Whatever it is, it'll never get my precious!;;;;;;;;;;;;x
EVTTIThuntforring.9;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.9;As you lay low, scouting the area, you are intercepted by a large hostile force which wants to bring you in to their lord for questioning. What do you do?;@FIXME@ As you lay low, scouting the area, you are intercepted by a large hostile force which wants to bring you in to their lord for questioning. What do you do?;;;;;;;;;;;;x
EVTOPTAhuntforring.9;Men, to arms! Fight!;@FIXME@ Men, to arms! Fight!;;;;;;;;;;;;x
EVTOPTBhuntforring.9;We're discovered! Hold them off while I flee!;@FIXME@ We're discovered! Hold them off while I flee!;;;;;;;;;;;;x
EVTTIThuntforring.10;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.10;One day your doors are are knocked open by a large hostile force. They come straight at you - Without thinking, you put on the ring and flee!;@FIXME@ One day your doors are are knocked open by a large hostile force. They come straight at you - Without thinking, you put on the ring and flee!;;;;;;;;;;;;x
EVTOPTAhuntforring.10;They'll never get my precious!;@FIXME@ They'll never get my precious!;;;;;;;;;;;;x
EVTTIThuntforring.11;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.11;After a fierce battle, you fight off the guards, and quickly make haste towards the now lightly defended home of the ringbearer! If you're quick, you may slip in and out before reinforcements arrive!;@FIXME@ After a fierce battle, you fight off the guards, and quickly make haste towards the now lightly defended home of the ringbearer! If you're quick, you may slip in and out before reinforcements arrive!;;;;;;;;;;;;x
EVTOPTAhuntforring.11;Have the tracker and dogs ready! They can find him when invisible!;@FIXME@ Have the tracker and dogs ready! They can find him when invisible!;;;;;;;;;;;;x
EVTTIThuntforring.12;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.12;After a quick fierce battle, you are defeated! Your men lie dead around you, you must try to escape while you still can!;@FIXME@ After a quick fierce battle, you are defeated! Your men lie dead around you, you must try to escape while you still can!;;;;;;;;;;;;x
EVTOPTAhuntforring.12;Damnations!;@FIXME@ Damnations!;;;;;;;;;;;;x
EVTTIThuntforring.13;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.13;The fools who tried to enter your realm and claim your ring have been dealt with swiftly by your guards! You are safe ... for now.;@FIXME@ The fools who tried to enter your realm and claim your ring have been dealt with swiftly by your guards! You are safe ... for now.;;;;;;;;;;;;x
EVTOPTAhuntforring.13;Excellent... my precious was worried...;@FIXME@ Excellent... my precious was worried...;;;;;;;;;;;;x
EVTTIThuntforring.14;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.14;Expecting the return of your guards triumphantly, instead your doors are knocked open by a large hostile force. Without thinking, you put on the ring and flee!;@FIXME@ Expecting the return of your guards triumphantly, instead your doors are knocked open by a large hostile force. Without thinking, you put on the ring and flee!;;;;;;;;;;;;x
EVTOPTAhuntforring.14;They'll never get my precious!;@FIXME@ They'll never get my precious!;;;;;;;;;;;;x
EVTTIThuntforring.15;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.15;Curses! The ringbearer escaped, fleeing into the wilds! Your trackers lost his trail, and he could be anywhere by now... all that money and effort... wasted...;@FIXME@ Curses! The ringbearer escaped, fleeing into the wilds! Your trackers lost his trail, and he could be anywhere by now... all that money and effort... wasted...;;;;;;;;;;;;x
EVTOPTAhuntforring.15;We were so close!;@FIXME@ We were so close!;;;;;;;;;;;;x
EVTTIThuntforring.16;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.16;Success! The ringbearer is slain and you take the ring... it's power and beauty fill you with desire. It is... precious to you...;@FIXME@ Success! The ringbearer is slain and you take the ring... it's power and beauty fill you with desire. It is... precious to you...;;;;;;;;;;;;x
EVTOPTAhuntforring.16;At last!;@FIXME@ At last!;;;;;;;;;;;;x
EVTTIThuntforring.17;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.17;Success! Your courtier returns carrying the ring. His guards are dragging him before you, he apparently tried to escape with it! What should you do?;@FIXME@ Success! Your courtier returns carrying the ring. His guards are dragging him before you, he apparently tried to escape with it! What should you do?;;;;;;;;;;;;x
EVTOPTAhuntforring.17;Just give me the ring, and all is forgiven.;@FIXME@ Just give me the ring, and all is forgiven.;;;;;;;;;;;;x
EVTOPTBhuntforring.17;Betrayal! Throw him in the dungeon!;@FIXME@ Betrayal! Throw him in the dungeon!;;;;;;;;;;;;x
EVTTIThuntforring.18;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.18;Rumor spreads to every corner of middle-earth. A Ring-Lord has arisen, and either by force or stealth taken the ring of power from its previous holder! This cannot be good news...;@FIXME@ Rumor spreads to every corner of middle-earth. A Ring-Lord has arisen, and either by force or stealth taken the ring of power from its previous holder! This cannot be good news...;;;;;;;;;;;;x
EVTOPTAhuntforring.18;Why don't rumors ever spread good news?;@FIXME@ Why don't rumors ever spread good news?;;;;;;;;;;;;x
EVTTIThuntforring.19;The Ring;@FIXME@ The Ring;;;;;;;;;;;;x
EVTDESChuntforring.19;@FIXME@ Bla;@FIXME@ Bla;;;;;;;;;;;;x
EVTOPTAhuntforring.19;Why don't rumors ever spread good news?;@FIXME@ Why don't rumors ever spread good news?;;;;;;;;;;;;x
