########################################;;;;;;;;;;;;;;x
#ORC RAIDER AND ASSASINATION EVENTS;;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;x
EVTDESC_TOG_680;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the altar. When [From.GetSheHe] sees the bones and smells the remnants of past sacrifices, [From.GetSheHe] pushes the nearest guard aside and makes a desperate run for it, but to no avail. Your men drag [From.GetHerHim] kicking and screaming back to the temple.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au temple. Lorsqu'[From.GetSheHe] voit la corde qu'on allait lui placer autour du cou, [From.GetSheHe] pousse le garde le plus proche et tente de s'échapper en courant, mais en vain. C'est en se débattant et en criant qu'[From.GetSheHe] est ramené(e) au temple.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Als [From.GetSheHe] die Schlinge baumeln sieht, die schon bald um [From.GetHerHis] Hals gelegt werden soll, stößt [From.GetSheHe] die Wache neben sich zur Seite und versucht verzweifelt, erfolglos zu flüchten. Eure Männer zerren [From.GetHerHim] um sich tretend und schreiend zurück zum Tempel.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Cuando [From.GetSheHe] ve la soga que cuelga a punto de ser colocada alrededor de [From.GetHerHis] cuello, [From.GetSheHe] empuja al guardia más cercano y corre desesperadamente, pero en vano. Tus hombres arrastran a [From.GetHerHim] de vuelta al templo pataleando y gritando.;;;;;;;;;x
EVTDESC_TOG_681;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the altar. Even as the cultists begin to defile [From.GetHerHis] boddy, [From.GetFirstName] stares vacantly ahead without betraying any emotion whatsoever. It would seem [From.GetSheHe] has accepted [From.GetHerHis] fate.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au temple. Même avec la corde au cou, [From.GetFirstName] reste de marbre, les yeux dans le vide, ne trahissant aucune émotion. Il semble qu'[From.GetSheHe] ait accepté son destin.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Selbst als die Schlinge um [From.GetHerHis] Hals gelegt wird, starrt [From.GetFirstName] emotionslos in die Ferne. Wie es scheint, hat [From.GetSheHe] [From.GetHerHis] Schicksal akzeptiert.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Incluso cuando colocan la soga alrededor de [From.GetHerHis] cuello, [From.GetFirstName] mira distraídamente sin mostrar ninguna emoción en absoluto. Parecería que [From.GetSheHe] ha aceptado [From.GetHerHis] destino.;;;;;;;;;x
EVTDESC_TOG_682;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the altar. As soon as [From.GetSheHe] spots you among those gathered nearby, [From.GetSheHe] hurls insults and spittle your way, continuing even after the cultists begin to defile [From.GetHerHis] body. The hatred in [From.GetHerHis] eyes cannot be mistaken.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au temple. Aussitôt qu'[From.GetSheHe] vous aperçoit parmi les curieux, [From.GetSheHe] vous lance des insultes et crache dans votre direction, même avec la corde au cou, [From.GetSheHe] continue. La haine dans ses yeux est incontestable.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Sobald [From.GetSheHe] Euch in der versammelten Menschenmenge erblickt, schleudert [From.GetSheHe] Euch Beleidigungen und Speichel entgegen und hört auch nicht auf, als die Schlinge um [From.GetHerHis] Hals gelegt wird. Der Hass in [From.GetHerHis] Augen ist unmissverständlich.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Tan pronto como [From.GetSheHe] te ve cerca entre los reunidos, [From.GetSheHe] lanza insultos y te escupe, continuando hasta que le colocan la soga alrededor de [From.GetHerHis] cuello. El odio en [From.GetHerHis] ojos no se puede confundir.;;;;;;;;;x
EVTDESC_TOG_3300;As your men return from looting the holding, one of them hands you an axe with a strange purple sheen and a plus etched into the handle, followed by the tengwa "two". After weighing it carefully in your hands, you toss aside your old weapon in favor of the new one.;Lorsque vos hommes reviennent de leur pillage, l'un d'eux vous apporte une hache à l'étrange lustre violet avec un plus gravé sur son manche, suivi du nombre deux. Après l'avoir soupesée avec précaution, vous jetez votre vieille hache grise pour adopter la nouvelle arme.;Als Eure Männer von der Plünderung zurückkehren, übergibt Euch einer von ihnen eine Axt mit einem merkwürdigen, violetten Leuchten und einem eingeritzten Pluszeichen im Griff, gefolgt von der Zahl zwei. Ihr balanciert die Axt sorgfältig in Euren Händen und schleudert schließlich Eure alte, graue Axt von Euch und behaltet die neue Waffe.;;Cuando tus hombres regresan de saquear la propiedad, uno de ellos te da un hacha con un extraño brillo y un signo más grabado en el mango, seguido del número dos. Después de sopesarla con cuidado en sus manos, tiras a un lado tu hacha vieja y gris a favor del nuevo arma.;;;;;;;;;x
EVTOPTA_TOG_3300;I feel stronger.;Elle me donne de la force.;Ich fühle mich stärker.;;Me siento más fuerte.;;;;;;;;;x
EVTDESC7701;Through my sources I have learned that our mutual problem will be touring a city in an open carriage. The guards will keep a close watch on the streets, but will they expect archers on the rooftops?;Mes sources m'ont appris que notre 'problème commun' visitera une cité dans une voiture découverte. Les gardes vont surveiller les rues, mais penseront-ils à des archers en embuscade sur les toits ?;Meine Quellen haben mich informiert, dass unser 'gemeinsames Problem' in einer offenen Kutsche durch eine Stadt fahren wird. Die Wachen werden die Straßen sicherlich im Auge behalten, aber rechnen sie auch mit Bogenschützen auf den Dächern?;;Gracias a mis fuentes me he enterado de que nuestro problema común estará de gira por la ciudad en un carruaje abierto. Los guardias mantendrán una estrecha vigilancia en las calles, pero ¿esperarán que haya arqueros en los tejados?;;;;;;;;;x
EVTDESC7721;Watching the animal pens outside [Root.Location.GetName] gave me an idea. Concentrated manure can be a very explosive substance, and if enough is gathered in a single place and ignited, the blast could prove lethal...;En regardant les enclos d'animaux près de [Root.Location.GetName], j'ai eu une idée. Le fumier concentré peut être une substance très explosive et, si on en place assez à un seul endroit et qu'on y met le feu, l'explosion peut être mortelle.;Bei der Begutachtung der Tiergehege außerhalb von [Root.Location.GetName] kam mir eine Idee. Konzentrierter Dünger kann sehr explosiv sein, und wenn eine ausreichende Menge an einem Ort platziert und entzündet wird, könnte die Explosion tödlich sein…;;Viendo los corrales a las afueras de [Root.Location.GetName] tuve una idea. El estiércol concentrado puede ser una sustancia muy explosiva, y si se reúne lo suficiente en un solo lugar y se enciende, la explosión podría ser letal...;;;;;;;;;x
EVTDESC7741;If that whelp we are plotting against is to die, we will need to buy the loyalty of someone unscrupulous nearby, like a servant or a guard.;Si cet idiot contre qui nous complotons doit mourir, nous devrons acheter la loyauté de quelqu'un de proche et de peu scrupuleux, une servante ou un garde par exemple.;Wenn dieser Jungspund, gegen den wir unsere Intrigen schmieden, sterben soll, so sollten wir uns die Loyalität von jemand Gewissenlosem aus dem Umfeld erkaufen, vielleicht von einer Magd oder einer Wache.;;Si ese mequetrefe contra el que conspiramos va a morir, tendremos que comprar la lealtad de alguien cercano sin escrúpulos, como una criada o un guardia.;;;;;;;;;x
EVTDESC7761;The fact that the target of our plot is in a dungeon can work to our advantage. If we could get someone on the inside to deal with our little problem and make it look like a failed escape attempt...;Le fait que la personnne contre qui nous complotons est en prison représente un avantage. Si nous pouvions trouver quelqu'un qui, de l'intérieur, pourrait s'occuper de notre petit problème et déguiser le tout en tentative d'évasion ratée...;Die Tatsache, dass das Ziel unserer Intrige im Gefängnis sitzt, kann von Vorteil für uns sein. Wenn wir jemanden von dort dazu bringen könnten, sich unseres kleinen Problems anzunehmen und das Ganze wie einen fehlgeschlagenen Fluchtversuch aussehen zu lassen…;;El hecho de que el objetivo de nuestra trama esté en la cárcel puede funcionar a nuestro favor. Si pudiéramos conseguir a alguien de dentro para hacer frente a nuestro pequeño problema y hacer que parezca un intento fallido de fuga...;;;;;;;;;x
EVTDESC7781;The target of our plot may be a drooling, incapable mess, but it is still a very much alive drooling, incapable mess. Every month servants give our little problem a sorely needed bath, during which so many things could go wrong... especially if those servants were in our employ.;La cible de ce complot est peut-être un stupide et un incapable, mais c'est quand même un stupide et un incapable vivant. Tous les mois, des servantes donnent un bain à notre petit 'problème' qui en a bien besoin. Tout peut arriver durant ce bain... surtout si ces servantes sont nos employées.;Das Zielobjekt unserer Intrige mag ein sabbernder, unfähiger Wicht sein, doch es ist ein sehr lebendiger, sabbernder, unfähiger Wicht. Jeden Monat geben die Bediensteten unserem kleinen “Problem” ein dringend benötigtes Bad, bei dem so viel schiefgehen kann… insbesondere wenn die Bediensteten von uns ihren Lohn bekommen.;;El objetivo de nuestra trama puede ser un mamarracho incapaz y baboso, pero sigue siendo un mamarracho incapaz y baboso muy vivo. Todos los meses, unos sirvientes dan a nuestro pequeño problema un baño muy necesario, durante el cual muchas cosas podrían ir mal... especialmente si esos sirvientes estuvieran de nuestro lado.;;;;;;;;;x
