#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Welcome;;;;;;;;;;;;;;
EVTNAMEmepstartup.0;Eru;;;;;;;;;;;;;x
EVTDESCmepstartup.0;Eru;;;;;;;;;;;;;x
EVTOPTAmepstartup.0;Eru;;;;;;;;;;;;;x
EVTNAMEmepstartup.1;The Middle Earth Project;Le Middle-Earth Project;;;;;;;;;;;;x
EVTDESCmepstartup.1;Welcome! You are playing beta 0.5b! Features from Way of Life and Horse Lords have now been partially integrated. \n\nWe will be adding more varied governments across the map in the next update. \n\nPlease visit our threads on the Paradox Forum to report bugs and give us your suggestions. \n\nFor information on unique features and mechanics for this mod, please continue to the index below. Alternatively, you can close this window. ;Bienvenue! Vous jouez la version beta 0.5b! \n\n Veuillez vous rendre sur nos discussions sur le Forum Paradox afin de rapporter les bugs et nous suggérer des améliorations. \n\n Vous trouverez plus d'informations sur certaines mécaniques de gameplay en suivant l'index ci-dessous. Bon jeu à vous!;;;;;;;;;;;;x
EVTOPTAmepstartup.1;Take me to the index!;Montrez moi cet index!;;;;;;;;;;;;x
EVTOPTBmepstartup.1;Close the window, I want to play!;Non, je veux jouer directement.;;;;;;;;;;;;x
#Contents;;;;;;;;;;;;;;
EVTNAMEmepstartup.2;Index Contents;Index;;;;;;;;;;;;x
EVTDESCmepstartup.2;Here you can find information on some of the gameplay mechanics and other changes from vanilla CKII. \n\nPlease choose a topic or close the index to continue. \n\nThe index can opened at any time from your decision window, under Middle Earth decisions.;Vous pouvez trouver ici des informations sur certains des mécanismes de jeu spécifiques au Middle-Earth Project. \n\n Veuillez choisir un sujet ou fermer l'indice pour continuer. \n\n Vous pouvez rouvrir cet index à tout moment, par le biais des décisions.;;;;;;;;;;;;x
EVTOPTAmepstartup.2;Armies;Armées;;;;;;;;;;;;x
EVTOPTBmepstartup.2;Purging and Colonising;Colonisations;;;;;;;;;;;;x
EVTOPTCmepstartup.2;Story Events;Events Scriptés;;;;;;;;;;;;x
EVTOPTDmepstartup.2;Close Index;Fermer l'Index;;;;;;;;;;;;x
#Armies;;;;;;;;;;;;;;
EVTNAMEmepstartup.3;Armies;Armées;;;;;;;;;;;;x
EVTDESCmepstartup.3;Effectiveness of troops depends mainly on race. Ents and Trolls have huge combat bonuses. Noldor Elves have the best normal troops, closely followed by the Sindar and Dwarves. Silvan Elves and Númenoreans have good bonuses. Rohirrim and Uruk-hai have small bonuses. Hobbits and Orcs have slight maluses. All other races have standard vanilla effectiveness. \n\nAs a result, a huge army of Orcs can be defeated by a considerably smaller army of Elves. When playing with a weaker race make sure you account for the strength of your enemies troops. \n\nFor full info check character Race descriptions.;"L'Efficacité des troupes dépend principalement de la race/culture de celles-ci. Les Ents et les Trolls, par exemple, ont d'énormes bonus de combat. Les Elfes Noldor ont les meilleures troupes, suivis de près par les Sindar et les Nains. Les Elfes Sylvains et les Númenoréens ont de bons bonus. Les Rohirrims et les Uruk-hai ont de petits bonus. Les Hobbits et les Orcs ""Communs"" sont plus faibles, et auront de légers malus. Toutes les autres races ont une efficacité équivalente à celle des troupes du jeu original. \n\n La conséquence est qu'une immense armée d'Orques peut être vaincue par une armée beaucoup plus petite d'Elfes. Lorsque vous jouez avec une culture plus faible, assurez-vous de prendre la mesure de ces bonus/malus avant d'engager vos troupes face à un ennemi! \n\n Vous trouverez des informations plus détaillées dans la description des races, directement en jeu.";;;;;;;;;;;;x
EVTOPTAmepstartup.3;Return to Contents;Retourner à l'Index;;;;;;;;;;;;x
EVTOPTBmepstartup.3;Close Index;Fermer l'Aide;;;;;;;;;;;;x
#Purging and Colonising;;;;;;;;;;;;;;
EVTNAMEmepstartup.4;Purging and Colonising;Colonisations;;;;;;;;;;;;x
EVTDESCmepstartup.4;In order to spread your culture within this mod you must use the purge and colonise mechanics. \n\nMuch of the world is wilderness and in order to expand into this wilderness you must declare war with the Settle casus belli. Once you have occupied and annexed the land you must send your steward on a colonisation mission to that province, and then activate the Colonise Province decision. Be advised, colonisation is not cheap, and not entirely risk free. \n\nPurging is necessary when a foreign and hostile culture resides in your lands. You must send your marshal on a purge mission to that province, and activate the Purge decision. This is also not risk free, after all, they may not want to leave...;"Dans ce mod, afin de diffuser votre culture, vous devrez utiliser la purge et les mécaniques de colonisations. \n\n Une grande partie de la carte est abandonnée au départ, et afin de vous établir dans ces terres, vous devrez déclarer une guerre de type ""Colonisation"" sur le territoire voulu. Une fois que vous avez occupé et annexé la terre, vous devez envoyer votre intendant sur une mission de colonisation dans cette province, puis activer la décision ""Coloniser la Province"". Choisissez bien vos territoires, la colonisation n'est pas fratuite, et pas entièrement sans risque. \n\n Il est nécessaire de ""purger une province"" quand une culture étrangère et hostile réside dans vos terres. Vous devrez alors envoyer votre maréchal sur une mission de purge dans cette province, et activer la décision qui s'affichera. Ce n'est également pas sans risque, car après tout, ils peuvent ne pas vouloir partir ...";;;;;;;;;;;;x
EVTOPTAmepstartup.4;Return to Contents;Retourner à l'Index;;;;;;;;;;;;x
EVTOPTBmepstartup.4;Close Index;Fermer l'Aide;;;;;;;;;;;;x
#Story Events;;;;;;;;;;;;;;
EVTNAMEmepstartup.5;Story Events;Events Scriptés;;;;;;;;;;;;x
EVTDESCmepstartup.5;This mod is set within the legendarium of Middle-Earth, and there are event chains designed to guide the world through the story  of this universe. \n\nPlaying as the larger nations involved in the War of the Ring or Fall of Arnor, you will recieve events regarding the progress of the scenario, and your place in it. You may even be granted event troops or be drawn into wars you wanted to avoid.;Ce mod est situé dans le legendarium la Terre du Milieu, et il ya des chaînes d'événements conçus pour guider le monde à travers l'histoire écrite par Tolkien. \n\n Si vous jouez l'une des Grandes Nations impliquées dans la Guerre de l'Anneau ou la Chute d'Arnor, vous recevrez des événements concernant les progrès du scénario, et votre place dans ce monde. Vous pouvez ainsi recevoir des bonus militaires ponctuellement, ou être aspirés dans les guerres que vous vouliez éviter.;;;;;;;;;;;;x
EVTOPTAmepstartup.5;Return to Contents;Retourner à l'Index;;;;;;;;;;;;x
EVTOPTBmepstartup.5;Close Index;Fermer l'Aide;;;;;;;;;;;;x
open_index;Open Index;Ouvrir l'Aide;;;;;;;;;;;;x
open_index_desc;Open the Index, where you can find information on game mechanics.;Si vous avez besoin de vous rappeler quelques bases sur nos mécanismes de jeu, ré-ouvrez ce panneau.;;;;;;;;;;;;x
