#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC250277;The former owner of the Scepter of the Stewards died, and you're his heir. With this Scepter, you're now the true heir of the house of Hurin, and the true Steward of Gondor !;L'ancien propriétaire du Sceptre des Intendants est mort il y a peu, et vous êtes son héritier. Vous recevez donc ce bâton de commandement, et devenez le véritable héritier de la lignée des Intendants du Gondor!;;;;;;;;;;;;x
EVTOPTA250277;I'm the True Steward now!;Je suis le véritable Intendant!;;;;;;;;;;;;x
EVTDESC250278;The former owner of the One Ring died, and you're his heir. You're now the new Ring Bearer. Will your mind resist to madness?;L'ancien propriétaire de l'Anneau Unique est mort il y a peu, et vous êtes son héritier. Vous êtes le nouveau Porteur de l'Anneau. Résisterez-vous à la folie qui vous guette?;;;;;;;;;;;;x
EVTOPTA250278;I'm the True Lord of the Ring now!;Je suis le nouveau Seigneur de l'Anneau!;;;;;;;;;;;;x
EVTDESC250279;The former owner of the Narya, the Ring of Fire forged by Celebrimbor, died. You're his heir, and the Ring passed to your hand.;L'ancien propriétaire de Narya, l'Anneau de Feu forgé par Celebrimbor, est décédé. Vous êtes son héritier, et l'Anneau vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250279;I've got a Ring of Power !;Je possède un Anneau de Pouvoir !;;;;;;;;;;;;x
EVTDESC250298;The former owner of the Nenya, the Ring of Adamant forged by Celebrimbor, died. You're his heir, and the Ring passed to your hand.;L'ancien propriétaire de Nenya, l'Anneau de Diamant forgé par Celebrimbor, est décédé. Vous êtes son héritier, et l'Anneau vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250298;I've got a Ring of Power !;Je possède un Anneau de Pouvoir !;;;;;;;;;;;;x
EVTDESC250299;The former owner of the Vilya, the Ring of Sapphire forged by Celebrimbor, died. You're his heir, and the Ring passed to your hand.;L'ancien propriétaire de Vilya, l'Anneau de Saphir forgé par Celebrimbor, est décédé. Vous êtes son héritier, et l'Anneau vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250299;I've got a Ring of Power !;Je possède un Anneau de Pouvoir !;;;;;;;;;;;;x
EVTDESC250300;The former owner of the Ring of Barahir, given to Barahir by Finrod Felagund, died. You're his heir, and this Treasure of the house of Isildur come to you.;L'ancien propriétaire de l'Anneau de Barahir, offert par Finrod Felagund à Barahir, est mort. Vous êtes son héritier, et ce Trésor de la Lignée d'Isildur vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250300;I'mt the heir of Isildur!;Je suis l'Héritier d'Isildur!;;;;;;;;;;;;x
EVTDESC250283;The former owner of the Elessar, this elfic stone given by Galadriel to her daughter Celebrian, who passed it to Arwen. You're his heir, and this stone reminds to you.;L'ancien propriétaire de l'Elessar, cette pierre elfique offerte jadis à Celebrian par sa mère Galadriel, qui la donnera à sa fille Arwen. Vous êtes son héritier, et la pierre vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250283;A Wonderful Stone!;Une Pierre Magnifique!;;;;;;;;;;;;x
EVTDESC250301;The former owner of the Arkenstone, a stone found in Erebor by Thror, died. You're his heir, and this stone his now yours.;L'ancien propriétaire de l'Arkenstone, cette pierre trouvée jadis en Erebor par Thror, est mort. Vous êtes son héritier, et cette pierre est maintenant votre.;;;;;;;;;;;;x
EVTOPTA250301;A Wonderful Stone!;Une Pierre Magnifique!;;;;;;;;;;;;x
EVTDESC250285;The former owner of this Palantir died. You're his heir, and the Stone is now yours. Be careful if you want to use it…;L'ancien propriétaire d'un des Palantir, les Pierres de Vision de Numenor, est mort. Vous êtes son héritier, et la Pierre est maintenant votre. Prenez garde si vous souhaitez l'utiliser…;;;;;;;;;;;;x
EVTOPTA250285;A Wonderful Stone!;Une Pierre Magnifique!;;;;;;;;;;;;x
EVTDESC250286;The former owner of the Scepter of Annuminas died. You're his heir, and the Scepter is now yours. You're the true King of Arnor !;L'ancien propriétaire du Sceptre d'Annuminas est mort. Vous êtes son héritier, et le Sceptre vous revient de droit. Vous êtes le véritable Roi d'Arnor !;;;;;;;;;;;;x
EVTOPTA250286;Yes, I am!;Oui, je le suis !;;;;;;;;;;;;x
EVTDESC250287;The former owner of the Horn of Gondor died. You're his heir, so the Horn is now yours.;L'ancien propriétaire du Cor du Gondor est mort. Vous êtes son héritier, le Cor est maintenant votre!;;;;;;;;;;;;x
EVTOPTA250287;I'm a prince of Gondor!;Je suis un Prince du Gondor !;;;;;;;;;;;;x
EVTDESC250288;The former owner of Anduril died. You're his heir, and the Sword of Aragorn Elessar is no yours!;L'ancien propriétaire d'Anduril est mort. Vous êtes l'héritier de cette épée, jadis portée par Aragorn Elessar!;;;;;;;;;;;;x
EVTOPTA250288;The Flame of the West!;La Flamme de l'Ouest!;;;;;;;;;;;;x
EVTDESC250289;The former owner of Narsil died. You're his heir, and the Sword forged by the Dwarf Telchar is now yours!;L'ancien propriétaire de Narsil est mort. Vous êtes l'héritier de cette épée, forgée jadis par le nain Telchar.;;;;;;;;;;;;x
EVTOPTA250289;The Sword that was Broken…;L'épée brisée…;;;;;;;;;;;;x
EVTDESC250290;The former owner of Glamdring died. You're his heir, and this ancient sword of Turgon of Gondolin is now yours.;L'ancien propriétaire de Glamdring est mort. Vous êtes l'héritier de cette épée, portée jadis par Turgon de Gondolin.;;;;;;;;;;;;x
EVTOPTA250290;The Foe-Hammer!;Le Marteau à Ennemis!;;;;;;;;;;;;x
EVTDESC250291;The former owner of Sting died. You're his heir, and this antic sword of Gondolin is now yours.;L'ancien propriétaire de Sting est mort. Vous êtes l'héritier de cette épée, portée jadis à Gondolin.;;;;;;;;;;;;x
EVTOPTA250291;A beautiful sword…;A beautiful sword…;;;;;;;;;;;;x
EVTDESC250292;The former owner of Herugrim died. You're his heir, and the Sword of Theoden is now yours.;L'ancien propriétaire d'Herugrim est mort. Vous êtes l'héritier de cette épée, portée par Théoden du Rohan.;;;;;;;;;;;;x
EVTOPTA250292;I'm the King of Rohan!;Je suis le Roi du Rohan!;;;;;;;;;;;;x
EVTDESC250293;The former owner of Orcrist died. You're his heir, and this sword of a Prince of Gondolin is now yours.;L'ancien propriétaire d'Orcrist est mort. Vous êtes son héritier, et cette épée portée jadis par un Prince de Gondolin est votre.;;;;;;;;;;;;x
EVTOPTA250293;Biter!;La Mordeuse!;;;;;;;;;;;;x
EVTDESC250294;The former owner of Guthwine died. You're his heir, and the sword of Eomer of Rohan is now yours.;L'ancien propriétaire de Guthwine est mort. Vous êtes son héritier, et l'épée d'Eomer du Rohan est maintenant votre.;;;;;;;;;;;;x
EVTOPTA250294;Guthwine ! Guthwine for Rohan!;Guthwine ! Guthwine pour le Rohan!;;;;;;;;;;;;x
EVTDESC250295;The former owner of this Mithril Chest died. You're his heir, and it's now yours.;L'ancien propriétaire de cette chemise en Mithril est mort. Vous êtes son héritier, et elle vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250295;A gift for Princes…;Un cadeau pour un Prince…;;;;;;;;;;;;x
EVTDESC250296;The former owner of this antic Elvish Armor died. You're his heir, and it's now yours.;L'ancien propriétaire de cette antique Armure Elfique est mort. Vous êtes son héritier, et elle vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250296;A gift for Princes…;Un cadeau pour un Prince…;;;;;;;;;;;;x
EVTDESC250297;The former owner of this antic Elvish Sword died. You're his heir, and it's now yours.;L'ancien propriétaire de cette antique Epée Elfique est mort. Vous êtes son héritier, et elle vous revient de droit.;;;;;;;;;;;;x
EVTOPTA250297;A gift for Princes…;Un cadeau pour un Prince…;;;;;;;;;;;;x
# Inheritance stuff;;;;;;;x
inheritance.2;You have inherited something of value;;;;;;;;;;;;;x
EVTDESCinheritance.2;While a death in the family is to be mourned, your grief is somewhat assuaged by the fact of your inheritance.;;;;;;;;;;;;;x
EVTOPTAinheritance.2;So be it.;;;;;;;;;;;;;x
give_narya_to_heir;Give [Root.GetFirstName] the Ring of Narya;;;;;;;;;;;;;x
give_narya_to_heir_desc;I will send the Ring of Narya to [Root.GetFirstName] [Root.GetSheHe] will be better able to keep it safe.;;;;;;;;;;;;;x
give_nenya_to_heir;Give [Root.GetFirstName] the Ring of Nenya;;;;;;;;;;;;;x
give_nenya_to_heir_desc;I will send the Ring of Nenya to [Root.GetFirstName] [Root.GetSheHe] will be better able to keep it safe.;;;;;;;;;;;;;x
give_vilya_to_heir;Give [Root.GetFirstName] the Ring of Vilya;;;;;;;;;;;;;x
give_vilya_to_heir_desc;I will send the Ring of Vilya to [Root.GetFirstName] [Root.GetSheHe] will be better able to keep it safe.;;;;;;;;;;;;;x
give_barahir_to_heir;Give [Root.GetFirstName] the Ring of Barahir;;;;;;;;;;;;;x
give_barahir_to_heir_desc;I will send the Ring of Barahir to [Root.GetFirstName] [Root.GetSheHe] will be better able to keep it safe.;;;;;;;;;;;;;x
give_arkenstone_to_heir;Give [Root.GetFirstName] the Arkenstone;;;;;;;;;;;;;x
give_arkenstone_to_heir_desc;;;;;;;;;;;;;;x
give_annunimas_to_heir;Give [Root.GetFirstName] the Scepter of Annunimas;;;;;;;;;;;;;x
give_annunimas_to_heir_desc;;;;;;;;;;;;;;x
give_horngondor_to_heir;Give [Root.GetFirstName] the Horn of Gondor;;;;;;;;;;;;;x
give_horngondor_to_heir_desc;;;;;;;;;;;;;;x
give_stewardscept_to_heir;Give [Root.GetFirstName] the Steward's Scepter;;;;;;;;;;;;;x
give_stewardscept_to_heir_desc;;;;;;;;;;;;;;x
give_palantir_to_heir;Give [Root.GetFirstName] the Palantir;;;;;;;;;;;;;x
give_palantir_to_heir_desc;;;;;;;;;;;;;;x
give_palantir_ithil_to_heir;Give [Root.GetFirstName] the Palantir of Minas Ithil;;;;;;;;;;;;;x
give_palantir_ithil_to_heir_desc;;;;;;;;;;;;;;x
give_palantir_osgiliath_to_heir;Give [Root.GetFirstName] the Palantir of Osgiliath;;;;;;;;;;;;;x
give_palantir_osgiliath_to_heir_desc;;;;;;;;;;;;;;x
give_palantir_elostirion_to_heir;Give [Root.GetFirstName] the Palantir of Elostirion;;;;;;;;;;;;;x
give_palantir_elostirion_to_heir_desc;;;;;;;;;;;;;;x
give_palantir_sul_to_heir;Give [Root.GetFirstName] the Palantir of Amon Sul;;;;;;;;;;;;;x
give_palantir_sul_to_heir_desc;;;;;;;;;;;;;;x
give_palantir_annuminas_to_heir;Give [Root.GetFirstName] the Palantir of Annuminas;;;;;;;;;;;;;x
give_palantir_annuminas_to_heir_desc;;;;;;;;;;;;;;x
give_palantir_orthanc_to_heir;Give [Root.GetFirstName] the Palantir of Orthanc;;;;;;;;;;;;;x
give_palantir_orthanc_to_heir_desc;;;;;;;;;;;;;;x
give_durin_ring_to_heir;Give [Root.GetFirstName] the Ring of Durin;;;;;;;;;;;;;x
give_durin_ring_to_heir_desc;I will send the Ring of Durin to [Root.GetFirstName]. As my heir, [Root.GetSheHe] should now have this precious heirloom.;;;;;;;;;;;;;x
give_dwarf_ring_to_heir;Give [Root.GetFirstName] my Dwarven Ring of Power;;;;;;;;;;;;;x
give_dwarf_ring_to_heir_desc;I will send my Dwarven Ring of Power to [Root.GetFirstName]. As my heir, [Root.GetSheHe] should now have this precious heirloom.;;;;;;;;;;;;;x
give_lesser_ring_to_heir;Give [Root.GetFirstName] my Lesser Ring of Power;;;;;;;;;;;;;x
give_lesser_ring_to_heir_desc;I will send my Lesser Ring of Power to [Root.GetFirstName] [Root.GetSheHe] will be better able to keep it safe.;;;;;;;;;;;;;x
give_anduril_to_heir;Give [Root.GetFirstName] the sword Anduril;;;;;;;;;;;;;x
give_anduril_to_heir_desc;;;;;;;;;;;;;;x
give_narsil_to_heir;Give [Root.GetFirstName] the sword Narsil;;;;;;;;;;;;;x
give_narsil_to_heir_desc;;;;;;;;;;;;;;x
give_glamdring_to_heir;Give [Root.GetFirstName] the sword Glamdring;;;;;;;;;;;;;x
give_glamdring_to_heir_desc;;;;;;;;;;;;;;x
give_sting_to_heir;Give [Root.GetFirstName] the sword Sting;;;;;;;;;;;;;x
give_sting_to_heir_desc;;;;;;;;;;;;;;x
give_herugrim_to_heir;Give [Root.GetFirstName] the sword Herugrim;;;;;;;;;;;;;x
give_herugrim_to_heir_desc;;;;;;;;;;;;;;x
give_orcrist_to_heir;Give [Root.GetFirstName] the sword Orcrist;;;;;;;;;;;;;x
give_orcrist_to_heir_desc;;;;;;;;;;;;;;x
give_gutwhine_to_heir;Give [Root.GetFirstName] the sword gutwhine;;;;;;;;;;;;;x
give_gutwhine_to_heir_desc;;;;;;;;;;;;;;x
give_mithril_armor_to_heir;Give [Root.GetFirstName] my set of Mithril Armor;;;;;;;;;;;;;x
give_mithril_armor_to_heir_desc;;;;;;;;;;;;;;x
give_himling_armour_to_heir;Give [Root.GetFirstName] my set of Himling Armor;;;;;;;;;;;;;x
give_himling_armour_to_heir_desc;;;;;;;;;;;;;;x
give_himling_sword_to_heir;Give [Root.GetFirstName] my Himling Sword;;;;;;;;;;;;;x
give_himling_sword_to_heir_desc;;;;;;;;;;;;;;x
give_arvedui_armor_to_heir;Give [Root.GetFirstName] my set of Arvedui Armor;;;;;;;;;;;;;x
give_arvedui_armor_to_heir_desc;;;;;;;;;;;;;;x
give_durins_axe_to_heir;Give [Root.GetFirstName] Durin's Axe;;;;;;;;;;;;;x
give_durins_axe_to_heir_desc;;;;;;;;;;;;;;x
give_amroth_sword_to_heir;Give [Root.GetFirstName] the Sword of Amroth;;;;;;;;;;;;;x
give_amroth_sword_to_heir_desc;;;;;;;;;;;;;;x
give_erebor_spear_to_heir;Give [Root.GetFirstName] my Spear of Erebor;;;;;;;;;;;;;x
give_erebor_spear_to_heir_desc;;;;;;;;;;;;;;x
give_erebor_armor_to_heir;Give [Root.GetFirstName] my Armor of Erebor;;;;;;;;;;;;;x
give_erebor_armor_to_heir_desc;;;;;;;;;;;;;;x

