#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;x
DYN1_DESC;With a score of $SCORE$ you beat the House of Fëanor, the greatest of the Children of Iluvatar. Fëanor was the greatest craftsman of history, and in particular made ??the Silmarils, jewels which contained the Lights of the Trees of Valinor. After the destruction of the Two Trees and the theft of the Silmarils by Melkor, Fëanor and his sons vowed that every living thing that would hand over the jewels would perish by their hands. The Sons of Fëanor were the most powerful of the Lords of Middle Earth, except Melkor, throughout the whole First Age, and were the only ones who can stand up to the Vala. ;Avec un score de $SCORE$, vous surpassez la Maison de Fëanor, le plus grand des Enfants d'Iluvatar. Fëanor était le plus grand artisan de l'Histoire, et a notamment fabriqué les Silmarils, joyaux qui renfermaient la lumière des Arbres de Valinor. Après la destruction des Deux Arbres et le vol des Silmarils par Melkor, Fëanor et ses fils firent le serment que tout être vivant qui mettrait la main sur ces joyaux périrait de leurs mains. Les Fils de Fëanor furent les Seigneurs les plus puissants de la Terre du Milieu, hormis Melkor, durant tout le Premier Âge, et étaient les seuls à pouvoir tenir tête au Vala.;;;;;x
DYN2_DESC;With a score of $SCORE$, you surpass the House of Isildur, a descendant of Elendil the first King of Gondor and Arnor, which tore the One Ring from Sauron's finger during the War of the Last Alliance, with the shard of Narsil. The Heirs of Isildur reigned during the first half of the Third Age on the Kingdom of Arnor and later on the Kingdoms of Arthedain, Cardolan and Rhudaur. After the fall of the Northern Kingdom, the heirs of Isildur will be the leaders of the Dúnedain of the North, and protected Eriador and the people who lived there. With the end of the line of Anarion, the Heir of Isildur is also the true King of Gondor.;Avec un score de $SCORE$, vous surpassez la Maison d'Isildur, descendant d'Elendil, premier Roi du Gondor et de l'Arnor, qui arracha l'Anneau Unique du Doigt de Sauron durant la Guerre de la Dernière Alliance, avec les fragments de Narsil. Les Héritiers d'Isildur règnèrent durant la première moitié du Troisième Âge sur le Royaume d'Arnor puis sur les Royaumes d'Arthedain, Cardolan et Rhudaur. Après la chute du Royaume du Nord, les héritiers d'Isildur seront les chefs des Dunedains du Nord, et protègerent l'Eriador et les populations qui y vivent. Avec la fin de la lignée d'Anarion, l'Héritier d'Isildur est également devenu le Souverain Légitime du Gondor.;;;;;x
DYN3_DESC;With a score of $SCORE$, you surpass the House of Elrond. Elrond is the son of Eärendil, the semi-elf who went to seek the help of the Valar against Morgoth at the end of the First Age. To Elrond and his twin brother Elros, a choice was offered: to be part of Mankind or of the Elves. Elros chose to be a mortal man, but Elrond chose to be an Elf. He later became the herald and Lieutenant of Gil-galad, the last High King of the Noldor, and has participated to the War of the Last Alliance at his side. He received from the hands of Gil-Galad the Ring Vilya, one of the Three Rings of the Elves.;Avec un score de $SCORE$, vous surpassez la Maison d'Elrond. Elrond est le fils d'Eärendil, le semi-elfe qui alla demander l'aide des Valar contre Morgoth, à la fin du Premier Âge. A Elrond et son frère jumeau Elros, un choix a été proposé : faire partie de l'Humanité ou du peuple des Elfes. Elros choisit d'être un Homme mortel, et Elrond un elfe. Il sera plus tard le hérault et Lieutenant de Gil-Galad, dernier Haut-Roi des Noldor, et participera à la Guerre de la Dernière Alliance à ses cotés. Il recevra des mains de Gil-Galad l'Anneau Vilya, l'un des Trois Anneaux des Elfes. ;;;;;x
DYN4_DESC;With a score of $SCORE$, you surpass the House of Anarion. Anarion was the second son of Elendil, the first King of Gondor and Arnor. After the War of the Last Alliance, Isildur took the throne of Arnor while Anarion became King of Gondor. His descendants were the Kings of Gondor, and his line was one of the most prestigious and powerful in the whole Third Age.;Avec un score de $SCORE$, vous surpassez la Maison d'Anarion. Anarion était le deuxième fils d'Elendil, le premier Roi du Gondor et d'Arnor. Après la Guerre de la Dernière Alliance, Isildur prit le trône d'Arnor, et Anarion devint Roi du Gondor. Ses descendants furent les Rois du Gondor, et sa lignée était l'une des plus prestigieuses et l'une des plus importantes du Troisième Âge.;;;;;x
DYN11_DESC;With a score of $SCORE$ you surpass the House of Eorl. Descendant of the Kings of Rhovanion, Eorl was the Lord of the Eothed, a nation of horsemen located at the north of Anduin Vale. During the Invasion of Wainriders he came to the aid of the armies of Gondor led by the Steward Cirion, and received as a thank the lands of Rohan. His heirs were the Kings of Rohan, which include Helm Hammerhand, Theoden and Eomer later.;Avec un score de $SCORE$, vous surpassez la Maison d'Eorl. Descendant des Rois du Rhovanion, Eorl était le seigneur de l'Eothed, un peuple de cavaliers situé au Nord du Val d'Anduin. Lors de l'Invasion des Wainriders, il vint au secours des armées du Gondor menées par l'Intendant Cirion, et reçut en guise de remerciement les terres du Rohan. Ses héritiers furent les Rois du Rohan, parmi lesquels on trouve Helm Hammerhand, Théoden and later Eomer.;;;;;x
DYN6_DESC;With a score of $SCORE$, you surpass the House of Durin. Durin the Deathless is one of the Seven Fathers of the Dwarves, and awoke at the same time as the Elves on Mount Gundabad. He founded the clan of the Longbeards, who founded the largest and most powerful cities of the Dwarves: Khazad-Dum and Erebor. The Heirs of Durin are the most powerful of the Dwarf-lords, and are among the only ones able to gather the seven clans around them.;Avec un score de $SCORE$, vous surpassez la Maison de Durin. Durin Trompe-la-Mort est l'un des Sept Pères des Nains, et s'éveilla en même temps que les Elfes, sur le Mont Gundabad. Il fonda le clan des Longues-Barbes, qui fondèrent les plus grandes et puissantes cités des Nains : Khazad-Dûm et Erebor. Les Héritiers de Durin sont les plus puissants des Seigneurs Nains, et sont parmi les seuls capables de rassembler les sept clans autour d'eux. ;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$, you surpass the House of Hurin of Emyn Arnen. This dynasty is that of the Stewards of Gondor, who since Mardil Voronwë, govern Gondor, pending the Return of the King. One member of this line, Cirion, give the lands of Calenardhon to Eorl, forming the Kingdom of Rohan. For over a thousand years, the Stewards will be among the most powerful Lords of Middle-earth.;Avec un score de $SCORE$, vous surpassez la Maison d'Hurin d'Emyn Arnen. Cette dynastie est celle des Intendants du Gondor, qui depuis Mardil Voronwë, gouvernent le Gondor, en l'attente du Retour du Roi. L'un des membres de cette lignée, Cirion, donnera les terres du Calenardhon à Eorl, formant ainsi le Royaume du Rohan. Pendant plus de mille ans, les Intendants seront parmi les personnages les plus puissants de la Terre du Milieu.;;;;;x
DYN8_DESC;With a score of $SCORE$, you surpass the house of Finarfin. Finarfin is the last child of Finwë, the High King of the Noldor in Valinor. If Finarfin didn't follow his brother Fëanor in his war against Morgoth, his children Finrod, Angrod, Aegnor and Galadriel went to the Middle-Earth. Galadriel will rule later on the forest of Lothlorien with her husband Celeborn, and has one of the Three Elven Rings: Nenya. Galadriel is also the stepmother of Elrond, and thus the grandmother of Arwen Undomiel. Ereinion Gil-Galad, the last High-King of the Noldor in Middle-Earth, was a member of this house, as a son of Orodreth, an grand-son of Angrod.;Avec un score de $SCORE$, vous surpassez la Maison de Finarfin. Finarfin est le dernier des enfants de Finwë, le Haut-Roi des Noldor en Valinor. Si Finarfin n'a pas suivi son frère Fëanor dans sa guerre contre Morgoth, ses enfants Finrod, Angrod, Aegnor et Galadriel partirent à l'Est. Galadriel règnera plus tard sur la forêt de Lothlorien, en compagnie de son époux Celeborn, et possède l'un des Trois Anneaux des Elfes : Nenya. Galadriel sera également la belle-mère d'Elrond, et donc la grand-mère d'Arwen Undomiel. Ereinion Gil-Galad, le dernier Haut-Roi des Noldor en Terre du Milieu, était un membre de cette dynastie, en tant que petit-fils d'Angrod.;;;;;x
DYN9_DESC;With a score of $SCORE$, you surpass the House of Fingolfin. Fingolfin was the second son of Finwë, the High King of the Noldor in Valinor. After the death of Fëanor, the title of High King of the Noldor in Middle-earth was given to Fingolfin and his descendants: Fingon and Turgon of Gondolin. Fingolfin is one of the few who dared to defy Morgoth in single combat, but died during the fight.;Avec un score de $SCORE$, vous surpassez la Maison de Fingolfin. Fingolfin était le deuxième fils de Finwë, le Haut-Roi des Noldor en Valinor. Après la mort de Fëanor, le titre de Haut-Roi des Noldor en Terre du Milieu fut donné à Fingolfin et ses descendants : Fingon et Turgon de Gondolin. Fingolfin est l'un des rares à avoir osé défier Morgoth en combat singulier, mais mourut durant le combat.;;;;;x
DYN10_DESC;With a score of $SCORE$, you surpass the house of Cirdan. Cirdan is one of the oldest elves living on Middle-Earth. Lord of Falathrim during the First Age, he wears one of the Three Elven Rings before he give it to Gandalf: Narya. He's the carpenter of the elvens vessels, and resides in Mithlond, the Grey Havens. He's also one of the few elves to have a beard.;Avec un score de $SCORE$, vous surpassez la Maison de Cirdan. Cirdan est l'un des plus vieux elfes vivant sur la Terre-du-Milieu. Seigneur des Falathrim durant le Premier Âge, il porte l'un des Trois Anneaux des Elfes avant d'en faire cadeau à Gandalf : Narya. Il est le charpentier des navires elfes, résidant à Mithlond, les Havres Gris, et est l'un des rares elfes à avoir une barbe.;;;;;x
